681
ENST00000534590.5	236976	247299	252983	1	5	246	14
ENST00000431206.6	236976	252980	252983	1	11	251	14
ENST00000528906.5	236980	251610	252983	1	9	262	14
ENST00000525665.5	236999	252965	252983	1	12	271	14
ENST00000527047.5	237003	248196	252983	1	6	283	14
ENST00000352303.9	237025	252952	252983	1	12	289	14
ENST00000382671.8	237037	252980	252983	1	12	301	14
ENST00000620253.1	243098	243482	252983	2	1	313	15
ENST00000526783.1	244428	252826	252983	1	7	314	14
ENST00000533717.5	248606	251893	252983	1	4	321	14
ENST00000527982.1	250783	252982	252983	1	1	325	14
ENST00000532025.1	251226	252844	252983	1	4	326	14
ENST00000529679.1	251542	252616	252983	1	2	330	14
ENST00000688906.1	253415	269398	252983	2	3	332	16
ENST00000696745.1	253445	253557	269398	2	1	335	17
ENST00000702950.1	269042	269460	269398	2	1	336	16
ENST00000534750.6	278406	285387	269460	1	8	337	18
ENST00000312165.5	278569	285303	285387	1	8	345	18
ENST00000527946.1	279058	279859	285387	1	2	353	18
ENST00000533924.1	287304	288297	285387	1	2	355	19
ENST00000534742.1	288037	288986	288297	1	2	357	19
ENST00000525217.1	288085	288977	288986	1	3	359	19
ENST00000409548.7	289125	296106	288986	1	14	362	20
ENST00000474221.5	289134	295677	296106	1	11	376	20
ENST00000409655.5	289171	295675	296106	1	13	387	20
ENST00000529087.1	289177	290799	296106	1	3	400	20
ENST00000409479.5	289558	295257	296106	1	13	403	20
ENST00000482937.2	289919	292575	296106	1	6	416	20
ENST00000476372.1	291559	295682	296106	1	8	422	20
ENST00000397660.3	293678	294731	296106	1	5	430	20
ENST00000382614.2	298199	299525	296106	2	2	435	21
ENST00000681810.1	303654	308437	299525	1	2	437	22
ENST00000681914.1	303829	308437	308437	1	2	439	22
ENST00000533113.1	303855	304143	308437	2	1	441	23
ENST00000680081.1	304396	308437	308437	1	2	442	22
ENST00000679962.1	304411	308437	308437	1	2	444	22
ENST00000680869.1	307186	308077	308437	1	3	446	22
ENST00000681900.1	307186	308437	308437	1	2	449	22
ENST00000681276.1	307598	308437	308437	1	2	451	22
ENST00000533141.1	307630	309229	308437	1	3	453	22
ENST00000616316.3	307815	309394	309229	1	2	456	22
ENST00000399817.9	308105	309396	309394	1	2	458	22
ENST00000680197.1	308132	309376	309396	1	3	460	22
ENST00000680344.1	308135	309394	309396	1	2	463	22
ENST00000680619.1	308192	309164	309396	1	2	465	22
ENST00000681833.1	308192	309394	309396	1	2	467	22
ENST00000680011.1	308192	309394	309396	1	2	469	22
ENST00000680261.1	308192	309394	309396	1	2	471	22
ENST00000602569.2	308252	309392	309396	1	2	473	22
ENST00000527146.1	308319	309391	309396	1	3	475	22
ENST00000399815.2	308407	315271	309396	1	2	478	24
ENST00000680099.1	308508	309164	315271	1	2	480	22
ENST00000679636.1	308697	309164	315271	1	2	482	22
ENST00000679383.1	308754	309391	315271	1	2	484	22
ENST00000680585.1	308768	309164	315271	1	2	486	22
ENST00000681211.1	309012	309394	315271	1	2	488	22
ENST00000680299.1	310040	314355	315271	1	2	490	25
ENST00000679353.1	310040	314355	315271	1	2	492	25
ENST00000679982.1	310040	314355	315271	1	2	494	25
ENST00000681350.1	310040	314355	315271	1	2	496	25
ENST00000680855.1	310040	314355	315271	1	2	498	25
ENST00000680588.1	310040	315270	315271	1	3	500	25
ENST00000526612.1	310138	311140	315271	2	2	503	26
ENST00000680310.1	310943	314355	315271	1	2	505	25
ENST00000681702.1	310943	314355	315271	1	2	507	25
ENST00000681111.1	311308	314355	315271	1	2	509	25
ENST00000680342.1	311308	314355	315271	1	2	511	25
ENST00000680870.1	311839	314355	315271	1	2	513	25
ENST00000681293.1	313390	314355	315271	1	2	515	25
ENST00000680802.1	313390	314355	315271	1	2	517	25
ENST00000528780.5	313505	315271	315271	1	3	519	25
ENST00000681761.1	313526	314355	315271	1	2	522	25
ENST00000681821.1	313526	314355	315271	1	2	524	25
ENST00000328221.5	313526	315239	315271	1	3	526	25
ENST00000680699.1	314039	314961	315271	1	3	529	25
ENST00000681938.1	314039	315270	315271	1	2	532	25
ENST00000679380.1	314039	315270	315271	1	2	534	25
ENST00000680938.1	314039	315270	315271	1	2	536	25
ENST00000408968.4	314039	315271	315271	1	2	538	25
ENST00000679765.1	314039	315271	315271	1	3	540	25
ENST00000681180.1	314039	315271	315271	1	2	543	25
ENST00000681426.1	314039	315271	315271	1	2	545	25
ENST00000681577.1	314039	315271	315271	1	3	547	25
ENST00000680696.1	314039	315271	315271	1	2	550	25
ENST00000525554.1	314417	314961	315271	1	2	552	25
ENST00000680611.1	314786	314961	315271	1	2	554	25
ENST00000508004.2	318639	319614	315271	1	2	556	27
ENST00000602429.1	318652	325630	319614	1	2	558	27
ENST00000602756.1	318671	325068	325630	1	2	560	27
ENST00000679793.1	319675	320493	325630	2	2	562	28
ENST00000680920.1	319675	320519	325630	2	2	564	28
ENST00000680932.1	319675	320840	325630	2	2	566	28
ENST00000679382.1	319675	320840	325630	2	2	568	28
ENST00000681198.1	319675	320840	325630	2	2	570	28
ENST00000399808.5	319675	320859	325630	2	2	572	28
ENST00000680209.1	319675	320859	325630	2	2	574	28
ENST00000681304.1	319675	320859	325630	2	3	576	28
ENST00000681840.1	319675	320859	325630	2	3	579	28
ENST00000531688.2	319678	320840	325630	2	3	582	28
ENST00000526811.4	319772	321339	325630	2	3	585	28
ENST00000602735.2	319772	327536	325630	2	3	588	28
ENST00000680023.1	320564	321165	327536	2	2	591	28
ENST00000679433.1	320564	321649	327536	2	2	593	28
ENST00000679441.1	320564	321727	327536	2	2	595	28
ENST00000679792.1	320564	321766	327536	2	2	597	28
ENST00000681184.1	320564	322624	327536	2	3	599	28
ENST00000680720.1	320564	322624	327536	2	2	602	28
ENST00000680622.1	320564	327536	327536	2	3	604	28
ENST00000681748.1	320564	329474	327536	2	2	607	28
ENST00000534271.1	321990	322425	329474	1	2	609	29
ENST00000602809.1	322185	322726	329474	2	2	611	28
ENST00000602949.1	325702	326293	329474	2	1	613	28
ENST00000534483.1	327170	329452	329474	1	2	614	30
ENST00000679746.1	327194	327435	329474	2	2	616	28
ENST00000681048.1	327194	327468	329474	2	2	618	28
ENST00000679830.1	327194	329474	329474	2	2	620	28
ENST00000524824.1	327309	330121	329474	1	3	622	30
ENST00000531076.1	327399	327956	330121	1	2	625	30
ENST00000680716.1	328412	329474	330121	2	3	627	28
ENST00000680372.1	328776	329226	330121	2	2	630	28
ENST00000688089.1	329708	330189	330121	1	1	632	30
ENST00000605240.1	333191	333687	330189	1	1	633	31
ENST00000329962.11	369498	382116	333687	1	20	634	32
ENST00000530717.1	369795	372806	382116	1	3	654	32
ENST00000524443.1	375460	376107	382116	1	3	657	32
ENST00000526584.2	379981	380950	382116	1	4	660	32
ENST00000534778.1	380291	382108	382116	1	3	664	32
ENST00000534401.6	392613	404907	382116	1	14	667	33
ENST00000533249.6	393448	404907	404907	1	14	681	33
ENST00000527442.6	393462	404907	404907	1	14	695	33
ENST00000528036.6	394144	404907	404907	1	14	709	33
ENST00000331563.7	394208	404907	404907	1	13	723	33
ENST00000533069.1	394242	396914	404907	1	2	736	33
ENST00000531857.2	394242	404907	404907	1	14	738	33
ENST00000530695.1	396150	396984	404907	1	3	752	33
ENST00000524646.1	397371	397775	404907	1	2	755	33
ENST00000526971.1	397629	400259	404907	1	3	757	33
ENST00000525642.1	404086	404680	404907	1	2	760	33
ENST00000714411.1	405714	417346	404907	2	10	762	34
ENST00000714412.1	405714	417408	417346	2	8	772	34
ENST00000530494.2	405715	414947	417408	2	9	780	34
ENST00000528209.6	405715	414956	417408	2	9	789	34
ENST00000528058.2	405715	414995	417408	2	11	798	34
ENST00000431843.7	405715	414998	417408	2	10	809	34
ENST00000526395.6	405715	414998	417408	2	9	819	34
ENST00000528845.6	405715	414998	417408	2	10	828	34
ENST00000714413.1	405715	417083	417408	2	10	838	34
ENST00000714414.1	405715	417321	417408	2	8	848	34
ENST00000397632.7	405715	417324	417408	2	10	856	34
ENST00000714415.1	405715	417358	417408	2	9	866	34
ENST00000332725.7	405715	417396	417408	2	10	875	34
ENST00000527295.5	405715	417454	417408	2	7	885	34
ENST00000714416.1	405717	417330	417454	2	10	892	34
ENST00000527987.1	405727	407190	417454	2	4	902	34
ENST00000531205.5	405871	409976	417454	2	8	906	34
ENST00000534145.1	406426	407194	417454	2	2	914	34
ENST00000525299.5	406875	414930	417454	2	6	916	34
ENST00000528698.5	407062	410013	417454	2	5	922	34
ENST00000534217.5	407122	414983	417454	2	6	927	34
ENST00000528536.1	407232	407845	417454	2	2	933	34
ENST00000526788.5	407314	414922	417454	2	4	935	34
ENST00000529486.5	407451	414988	417454	2	6	939	34
ENST00000530683.5	407526	410015	417454	2	5	945	34
ENST00000528116.5	407888	415003	417454	2	5	950	34
ENST00000527136.1	407896	414998	417454	2	4	955	34
ENST00000525070.1	409465	414988	417454	2	2	959	34
ENST00000526142.5	417932	429757	417454	2	11	961	35
ENST00000534161.5	417934	429865	429757	2	14	972	35
ENST00000532094.5	417937	441995	429865	2	16	986	35
ENST00000332826.7	417937	442010	441995	2	23	1002	35
ENST00000528927.5	418191	441956	442010	2	22	1025	35
ENST00000524802.1	418540	419414	442010	2	3	1047	35
ENST00000525804.1	420928	421285	442010	2	2	1050	35
ENST00000525857.1	429542	430112	442010	2	2	1052	35
ENST00000481676.3	440398	440692	442010	2	1	1054	36
ENST00000532614.5	448267	487052	442010	1	4	1055	37
ENST00000308020.6	450278	491398	487052	1	12	1059	37
ENST00000531520.5	450295	487469	491398	1	7	1071	37
ENST00000528617.5	450326	460878	491398	1	3	1078	37
ENST00000525727.5	450346	479444	491398	1	4	1081	37
ENST00000525059.1	450353	461050	491398	1	3	1085	37
ENST00000526558.1	450419	459110	491398	1	2	1088	37
ENST00000527479.5	450450	479089	491398	1	5	1090	37
ENST00000526878.5	458673	491398	491398	1	12	1095	37
ENST00000525893.1	462929	463898	491398	2	2	1107	38
ENST00000530087.1	473919	480593	491398	1	3	1109	37
ENST00000527325.1	487238	489729	491398	1	5	1112	37
ENST00000531411.1	489349	490545	491398	1	4	1117	37
ENST00000530029.1	489790	490719	491398	1	2	1121	37
ENST00000534797.5	494511	503569	491398	2	9	1123	39
ENST00000397614.5	494512	506820	503569	2	10	1132	39
ENST00000397615.6	494514	506799	506820	2	11	1142	39
ENST00000354420.7	494514	507241	506820	2	11	1153	39
ENST00000397604.7	494514	507252	507241	2	10	1164	39
ENST00000525522.5	494515	505880	507252	2	9	1174	39
ENST00000525701.5	494522	507256	507252	2	10	1183	39
ENST00000529768.5	494543	498928	507256	2	4	1193	39
ENST00000533410.5	494545	507217	507256	2	11	1197	39
ENST00000438658.6	494547	506784	507256	2	10	1208	39
ENST00000356187.9	494560	507299	507256	2	10	1218	39
ENST00000524464.5	495007	507226	507299	2	6	1228	39
ENST00000529115.5	498787	507263	507299	2	6	1234	39
ENST00000527485.5	499030	506795	507299	2	5	1240	39
ENST00000529368.5	499046	504551	507299	2	5	1245	39
ENST00000529306.5	499061	506758	507299	2	6	1250	39
ENST00000524780.5	499399	507211	507299	2	4	1256	39
ENST00000531149.1	499500	507258	507299	2	5	1260	39
ENST00000531223.1	499676	502214	507299	2	3	1265	39
ENST00000528713.5	499896	507194	507299	2	4	1268	39
ENST00000532055.5	500634	506315	507299	2	5	1272	39
ENST00000533592.2	500839	503182	507299	2	1	1277	39
ENST00000531540.5	502136	506338	507299	2	3	1278	39
ENST00000526295.1	502213	506355	507299	2	3	1281	39
ENST00000670787.1	512512	518133	507299	1	2	1284	40
ENST00000702393.1	518990	532261	518133	1	3	1286	41
ENST00000526431.1	528906	529658	532261	1	2	1289	42
ENST00000397594.7	532241	534374	532261	2	5	1291	43
ENST00000397596.6	532241	535338	534374	2	5	1296	43
ENST00000493230.5	532241	535537	535338	2	7	1301	43
ENST00000311189.8	532241	535575	535537	2	6	1308	43
ENST00000417302.7	532241	535575	535575	2	6	1314	43
ENST00000451590.5	532242	535549	535575	2	5	1320	43
ENST00000462734.2	532274	537320	535575	2	7	1325	43
ENST00000479482.1	532641	533975	537320	2	3	1332	43
ENST00000468682.2	533794	537286	537320	2	3	1335	43
ENST00000482021.1	534278	534586	537320	2	2	1338	43
ENST00000270115.8	537526	554911	537320	1	14	1340	44
ENST00000329451.8	554849	560737	554911	2	14	1354	45
ENST00000469990.1	554854	556419	560737	2	4	1368	45
ENST00000441853.5	556925	560729	560737	2	9	1372	45
ENST00000486629.1	557398	559381	560737	2	7	1381	45
ENST00000527620.5	557594	560105	560737	1	2	1388	46
ENST00000492515.1	558475	560142	560737	2	3	1390	45
ENST00000527113.1	558891	560105	560737	1	3	1393	46
ENST00000659402.1	559474	560106	560737	1	2	1396	46
ENST00000533844.1	559475	560106	560737	1	2	1398	46
ENST00000431809.5	560403	563992	560737	1	4	1400	47
ENST00000397582.7	560955	564011	563992	1	4	1404	47
ENST00000397583.8	560969	564024	564011	1	6	1408	47
ENST00000414138.6	560970	563979	564024	1	4	1414	47
ENST00000524468.1	560986	562455	564024	1	2	1418	47
ENST00000454668.2	561449	564020	564024	1	5	1420	47
ENST00000528736.1	561546	562204	564024	1	2	1425	47
ENST00000531112.1	562384	563684	564024	1	3	1427	47
ENST00000665964.2	565656	568448	564024	2	2	1430	48
ENST00000500447.2	565659	568446	568448	2	2	1432	48
ENST00000534540.2	566998	568440	568448	2	2	1434	48
ENST00000528245.2	567015	568431	568448	2	2	1436	48
ENST00000688898.1	567015	568436	568448	2	2	1438	48
ENST00000692695.2	567015	568436	568448	2	3	1440	48
ENST00000688743.2	567015	568446	568448	2	3	1443	48
ENST00000702592.1	567052	568436	568448	2	3	1446	48
ENST00000533920.1	567143	568456	568448	2	2	1449	48
ENST00000362168.1	568088	568197	568456	2	1	1451	49
ENST00000416188.3	576469	611963	568456	1	18	1452	50
ENST00000264555.10	576469	612221	611963	1	18	1470	50
ENST00000534320.5	576485	612042	612221	1	18	1488	50
ENST00000413872.6	576520	611963	612221	1	18	1506	50
ENST00000533464.5	576520	611963	612221	1	18	1524	50
ENST00000532550.1	601656	606841	612221	1	4	1542	50
ENST00000528413.6	612552	615251	612221	2	9	1546	51
ENST00000397566.5	612554	615727	615251	2	9	1555	51
ENST00000348655.11	612554	615920	615727	2	10	1564	51
ENST00000525445.6	612554	615949	615920	2	11	1574	51
ENST00000533182.5	612560	615949	615949	2	9	1585	51
ENST00000397570.5	612575	615727	615949	2	8	1594	51
ENST00000469048.6	612582	615611	615949	2	9	1602	51
ENST00000531912.1	612587	613590	615949	2	2	1611	51
ENST00000330243.9	612590	615969	615949	2	10	1613	51
ENST00000532326.5	612590	615982	615969	2	9	1623	51
ENST00000525750.1	613552	614396	615982	2	2	1632	51
ENST00000532788.1	613821	615978	615982	2	6	1634	51
ENST00000527160.1	614008	614886	615982	2	2	1640	51
ENST00000532096.1	614089	615649	615982	2	5	1642	51
ENST00000649187.1	614387	615646	615982	2	5	1647	51
ENST00000647801.1	614482	615723	615982	2	3	1652	51
ENST00000533190.1	614782	615937	615982	2	3	1655	51
ENST00000358353.8	616576	624923	615982	2	15	1658	52
ENST00000397542.7	616582	624954	624923	2	15	1673	52
ENST00000531177.5	617255	624931	624954	2	15	1688	52
ENST00000349570.11	617255	625168	624954	2	14	1703	52
ENST00000674088.1	617258	626077	625168	2	16	1717	52
ENST00000531899.5	619415	624954	626077	2	10	1733	52
ENST00000532949.1	619687	621136	626077	2	4	1743	52
ENST00000526077.5	621216	624954	626077	2	6	1747	52
ENST00000534311.1	621396	624954	626077	2	6	1753	52
ENST00000531088.5	621419	624954	626077	2	6	1759	52
ENST00000529337.1	624212	625168	626077	2	3	1765	52
ENST00000176195.4	626308	627180	626077	2	4	1768	53
ENST00000176183.6	637268	640705	627180	1	4	1772	54
ENST00000528733.1	639056	639792	640705	1	3	1776	54
ENST00000527170.5	644232	687935	640705	2	10	1779	55
ENST00000382409.4	644232	695221	687935	2	12	1789	55
ENST00000527658.1	644233	646595	695221	2	2	1801	55
ENST00000685854.1	644233	695040	695221	2	14	1803	55
ENST00000683307.1	644238	707117	695221	2	12	1817	55
ENST00000682936.1	644243	691646	707117	2	11	1829	55
ENST00000525626.6	644243	692716	707117	2	12	1840	55
ENST00000528864.6	644243	693662	707117	2	12	1852	55
ENST00000690068.1	644246	695040	707117	2	11	1864	55
ENST00000692634.1	644246	695040	707117	2	10	1875	55
ENST00000687329.1	644272	695040	707117	2	13	1885	55
ENST00000686001.1	644294	695040	707117	2	13	1898	55
ENST00000689835.1	648411	695040	707117	2	12	1911	55
ENST00000525904.5	653940	681044	707117	2	6	1923	55
ENST00000530813.2	653961	694916	707117	2	11	1929	55
ENST00000527799.1	665909	678390	707117	1	3	1940	56
ENST00000526790.1	674371	678778	707117	2	2	1943	55
ENST00000693164.1	679881	695040	707117	2	8	1945	55
ENST00000684249.1	683575	693027	707117	2	6	1953	55
ENST00000529717.6	686920	694930	707117	2	5	1959	55
ENST00000524786.1	687911	692349	707117	2	4	1964	55
ENST00000529727.1	689662	691596	707117	2	2	1968	55
ENST00000524763.5	694437	720211	707117	1	6	1970	57
ENST00000608174.6	695590	704126	720211	1	4	1976	58
ENST00000397512.8	695642	704128	720211	1	5	1980	58
ENST00000526170.6	695795	705027	720211	1	6	1985	58
ENST00000492023.1	695801	704120	720211	1	5	1991	58
ENST00000488769.2	695804	701126	720211	1	4	1996	58
ENST00000397510.9	695815	704128	720211	1	5	2000	58
ENST00000526857.2	697485	706623	720211	2	2	2005	55
ENST00000528024.1	703006	704128	720211	1	2	2007	58
ENST00000527199.5	705216	709583	720211	1	4	2009	57
ENST00000533256.5	706116	727723	720211	1	22	2013	57
ENST00000614442.4	706119	727725	727723	1	21	2035	57
ENST00000534755.5	706200	720134	727725	1	6	2056	57
ENST00000529346.5	706202	722301	727725	1	10	2062	57
ENST00000650127.1	706215	727691	727725	1	21	2072	57
ENST00000526909.5	706223	727720	727725	1	20	2093	57
ENST00000529680.5	706230	709794	727725	1	4	2113	57
ENST00000530093.5	706230	710481	727725	1	4	2117	57
ENST00000318562.13	706230	727726	727725	1	21	2121	57
ENST00000533500.5	706236	720146	727726	1	6	2142	57
ENST00000527807.5	706241	720190	727726	1	5	2148	57
ENST00000531348.5	706594	720180	727726	1	5	2153	57
ENST00000526380.1	706615	709788	727726	1	3	2158	57
ENST00000530636.5	706628	727050	727726	1	21	2161	57
ENST00000527021.2	708563	727046	727726	2	2	2182	59
ENST00000526198.5	709367	727033	727726	1	20	2184	57
ENST00000530118.1	709559	720898	727726	1	5	2204	57
ENST00000524474.5	720605	722583	727726	1	8	2209	57
ENST00000531471.1	720971	721630	727726	1	2	2217	57
ENST00000526651.5	721018	722499	727726	1	5	2219	57
ENST00000532545.1	721072	721799	727726	1	3	2224	57
ENST00000528770.5	721074	727722	727726	1	13	2227	57
ENST00000530452.6	721084	723344	727726	1	6	2240	57
ENST00000533816.1	721281	722342	727726	1	4	2246	57
ENST00000531393.5	721925	727720	727726	1	9	2250	57
ENST00000527832.5	724561	727721	727726	1	6	2259	57
ENST00000534679.1	726080	727112	727726	1	3	2265	57
ENST00000534027.1	726560	727050	727726	1	2	2268	57
ENST00000534449.1	726626	727721	727726	1	2	2270	57
ENST00000524973.1	726953	727657	727726	1	2	2272	57
ENST00000528070.5	747414	763519	727726	1	6	2274	60
ENST00000532685.1	747416	756283	763519	1	2	2280	60
ENST00000528097.5	747427	765011	763519	1	8	2282	60
ENST00000530440.1	747453	763849	765011	1	6	2290	60
ENST00000530119.5	747463	760964	765011	1	4	2296	60
ENST00000319006.8	747463	765011	765011	1	8	2300	60
ENST00000533796.1	755743	760256	765011	1	3	2308	60
ENST00000530666.1	763981	764946	765011	1	2	2311	60
ENST00000532202.1	764369	765004	765011	1	2	2313	60
ENST00000465313.6	767219	771426	765011	2	4	2315	61
ENST00000528309.5	767221	774067	771426	2	5	2319	61
ENST00000397472.6	767221	777470	774067	2	8	2324	61
ENST00000319863.13	767221	777486	777470	2	8	2332	61
ENST00000354286.8	767224	777487	777486	2	8	2340	61
ENST00000526650.5	767227	774025	777487	2	5	2348	61
ENST00000526325.5	767227	777486	777487	2	7	2353	61
ENST00000524550.5	770469	777474	777487	2	7	2360	61
ENST00000532320.5	770549	777484	777487	2	5	2367	61
ENST00000530209.5	770697	772613	777487	2	4	2372	61
ENST00000529966.5	770811	777482	777487	2	7	2376	61
ENST00000534603.5	770811	777482	777487	2	8	2383	61
ENST00000533960.1	770843	771369	777487	2	2	2391	61
ENST00000532839.5	771034	777483	777487	2	6	2393	61
ENST00000528602.1	773329	777483	777487	2	4	2399	61
ENST00000529362.1	775064	777178	777487	2	2	2403	61
ENST00000530083.3	777573	785230	777487	1	2	2405	62
ENST00000526588.1	777577	778284	785230	1	2	2407	62
ENST00000655766.1	777581	778714	785230	1	2	2409	62
ENST00000701716.1	777591	784297	785230	1	3	2411	62
ENST00000525941.1	777607	784296	785230	1	4	2414	62
ENST00000623846.1	779616	780754	785230	1	1	2418	63
ENST00000533938.1	781644	782104	785230	1	2	2419	64
ENST00000330106.5	787114	790089	785230	2	2	2421	65
ENST00000524587.1	788177	790112	790089	2	2	2423	65
ENST00000320230.9	790474	796262	790112	2	10	2425	66
ENST00000628067.3	790474	798280	796262	2	10	2435	66
ENST00000531214.5	791643	797994	798280	2	10	2445	66
ENST00000481290.5	792022	795174	798280	2	9	2455	66
ENST00000627843.2	792304	795285	798280	2	7	2464	66
ENST00000630809.2	792361	793688	798280	2	4	2471	66
ENST00000531437.5	792444	798270	798280	2	8	2475	66
ENST00000625419.2	792454	795469	798280	2	8	2483	66
ENST00000532484.5	792569	797996	798280	2	7	2491	66
ENST00000528606.5	792608	796249	798280	2	7	2498	66
ENST00000529351.5	792615	797997	798280	2	7	2505	66
ENST00000533385.5	792655	796184	798280	2	7	2512	66
ENST00000531534.5	792671	795704	798280	2	7	2519	66
ENST00000531514.5	792720	798269	798280	2	7	2526	66
ENST00000527723.5	792878	795362	798280	2	6	2533	66
ENST00000526152.5	792899	795363	798280	2	6	2539	66
ENST00000527734.5	792921	795393	798280	2	6	2545	66
ENST00000625752.2	792928	796239	798280	2	6	2551	66
ENST00000456706.6	792937	795437	798280	2	6	2557	66
ENST00000528936.5	792971	796202	798280	2	6	2563	66
ENST00000524891.5	793477	798268	798280	2	5	2569	66
ENST00000629634.2	793529	796236	798280	2	5	2574	66
ENST00000625316.2	793576	796236	798280	2	5	2579	66
ENST00000529066.5	793586	795676	798280	2	5	2584	66
ENST00000532361.5	793904	796254	798280	2	4	2589	66
ENST00000527127.5	794260	795192	798280	2	3	2593	66
ENST00000525010.5	794368	795418	798280	2	4	2596	66
ENST00000532459.5	794402	796199	798280	2	4	2600	66
ENST00000525644.3	794405	795418	798280	2	4	2604	66
ENST00000629602.1	794453	796214	798280	2	4	2608	66
ENST00000530360.2	794462	798266	798280	2	5	2612	66
ENST00000678030.1	797510	799189	798280	1	1	2617	67
ENST00000525028.6	799178	804674	799189	2	15	2618	68
ENST00000524486.5	799179	805102	804674	2	14	2633	68
ENST00000411829.6	799183	804468	805102	2	15	2647	68
ENST00000347755.10	799183	805230	805102	2	16	2662	68
ENST00000531286.5	799184	802749	805230	2	13	2678	68
ENST00000527357.5	799184	805229	805230	2	10	2691	68
ENST00000534525.5	799184	809498	805230	2	12	2701	68
ENST00000534649.2	799194	809459	809498	2	15	2713	68
ENST00000527812.1	799325	802085	809498	2	4	2728	68
ENST00000528122.1	802322	803148	809498	2	3	2732	68
ENST00000530911.1	805776	809752	809498	2	2	2735	68
ENST00000532004.5	809964	812879	809752	1	4	2737	69
ENST00000321153.9	809966	812875	812879	1	5	2741	69
ENST00000530797.5	809983	812873	812879	1	4	2746	69
ENST00000524867.1	810002	811838	812879	1	2	2750	69
ENST00000530398.1	810268	812870	812879	1	4	2752	69
ENST00000526222.5	810397	812860	812879	1	4	2756	69
ENST00000525722.1	811371	812874	812879	1	3	2760	69
ENST00000362915.1	811680	811813	812879	1	1	2763	70
ENST00000527517.1	812078	812849	812879	1	2	2764	69
ENST00000336615.9	818913	825572	812879	1	10	2766	71
ENST00000525250.5	820834	825218	825572	1	6	2776	71
ENST00000534561.1	821773	822257	825572	1	2	2782	71
ENST00000531923.1	822015	823571	825572	1	2	2784	71
ENST00000529255.1	823542	825217	825572	1	4	2786	71
ENST00000532946.1	823633	832882	825572	2	3	2790	72
ENST00000526083.1	823647	824436	832882	1	3	2793	71
ENST00000528982.1	823655	824644	832882	2	2	2796	72
ENST00000528315.1	826143	828710	832882	1	2	2798	73
ENST00000533803.1	826145	828928	832882	1	3	2800	73
ENST00000534191.1	826156	829351	832882	1	3	2803	73
