4157
928	1021	425
3633	3876	519
0	23	0
151	491	24
0	6	0
134	277	7
2839	3117	151
0	178	0
2032	2110	179
7075	7109	258
7195	7250	293
7460	7503	349
7709	7739	393
10311	10482	424
11810	11825	596
0	168	0
2022	2100	169
7065	7099	248
7185	7240	283
7450	7493	339
7699	7785	383
10301	10472	470
11800	11879	642
11956	12081	722
13827	13889	848
14570	14650	911
14844	14960	992
15529	16008	1109
0	167	0
2021	2099	168
7064	7492	247
7698	7784	676
10300	10323	763
0	167	0
7064	7239	168
7449	7492	344
7698	7784	388
10300	10471	475
11799	11878	647
11955	12080	727
13826	13888	853
14569	14649	916
14843	14959	997
15528	16004	1114
0	163	0
7180	7235	164
7445	7488	220
7694	7780	264
10296	10467	351
11795	11874	523
11951	12076	603
13822	13884	729
14565	14630	792
0	144	0
1998	2076	145
7041	7216	224
7426	7469	400
7675	7761	444
10277	10448	531
11776	11855	703
11932	12057	783
13803	13865	909
14546	14626	972
14820	14936	1053
15505	15966	1170
0	140	0
7037	7071	141
7157	7212	176
7422	7465	232
7671	7757	276
10273	11193	363
0	118	0
1972	2050	119
7015	7049	198
7135	7190	233
7400	7443	289
7649	7735	333
10251	10422	420
11750	11829	592
11906	12031	672
13777	13839	798
14794	14910	861
15479	15927	978
0	106	0
1960	2038	107
7123	7178	186
7388	7431	242
7637	7723	286
10239	10410	373
11738	11817	545
11894	12019	625
13765	13827	751
14508	14588	814
14782	14898	895
15467	15943	1012
0	384	0
0	40	0
246	332	41
2848	3019	128
4347	4426	300
4503	4628	380
6374	6436	506
8076	8398	569
0	450	0
2196	2258	451
2939	3019	514
3213	3287	595
0	2199	0
0	113	0
319	399	114
593	709	195
1278	1618	312
0	393	0
962	1074	394
0	142	0
5971	6190	143
15874	15983	363
0	112	0
0	418	0
0	191	0
920	1200	192
1427	1465	473
1677	3432	512
4298	4390	2268
5823	5993	2361
6068	6235	2532
6759	6981	2700
0	28	0
757	1037	29
1264	1302	310
1514	3269	349
4132	4227	2105
5660	5830	2201
5905	6072	2372
6596	6734	2540
0	548	0
775	801	549
0	29	0
715	993	30
0	773	0
912	949	774
0	406	0
533	713	407
864	892	588
0	113	0
678	949	114
1264	1474	386
1552	1987	597
2850	2969	1033
3420	3551	1153
3760	3871	1285
4037	4109	1397
4240	4376	1470
4468	4601	1607
4704	4799	1741
4973	5070	1837
5141	5352	1935
5430	6981	2147
0	104	0
669	940	105
1255	1465	377
1543	2960	588
3411	3542	2006
3751	4367	2138
4459	4592	2755
4695	4790	2889
4964	5061	2985
5132	5343	3083
5421	6543	3295
0	67	0
698	903	68
1218	1428	274
1486	1941	485
2804	2923	941
3374	3505	1061
3714	3825	1193
3991	4063	1305
4498	4555	1378
4658	4753	1436
4927	5024	1532
5095	5306	1630
5384	6504	1842
0	61	0
626	897	62
1212	1622	334
0	516	0
831	1041	517
1119	1554	728
2417	2536	1164
2987	3118	1284
3327	3424	1416
3509	3676	1514
3807	3943	1682
4035	4168	1819
4271	4366	1953
4540	4637	2049
4708	4919	2147
4997	5699	2359
0	155	0
470	680	156
758	861	367
1082	1193	471
2056	2175	583
2626	2656	703
0	535	0
986	1117	536
1326	1437	668
1603	2167	780
2270	2365	1345
2539	2636	1441
2707	2918	1539
2996	4123	1751
0	48	0
151	246	49
420	517	145
642	799	243
877	1053	401
0	513	0
1105	1326	514
0	29	0
4576	4783	30
0	29	0
4401	4608	30
0	288	0
0	29	0
3834	4041	30
0	29	0
3819	4026	30
0	27	0
487	605	28
862	891	147
0	27	0
1044	1251	28
0	31	0
632	839	32
0	161	0
600	807	162
1382	1599	370
0	622	0
1197	1579	623
0	332	0
912	1291	333
0	305	0
880	1119	306
1188	1244	546
0	306	0
882	1259	307
0	245	0
780	972	246
0	281	0
820	1202	282
0	245	0
947	1202	246
0	281	0
825	1202	282
0	185	0
771	1140	186
0	118	0
435	569	119
693	1072	254
0	30	0
6514	6864	31
0	29	0
504	656	30
0	29	0
315	467	30
0	134	0
263	637	135
0	29	0
244	396	30
0	171	0
240	382	172
0	273	0
3956	4315	274
0	130	0
3959	4315	131
0	273	0
3959	4315	274
0	130	0
4123	4315	131
0	273	0
4123	4315	274
0	130	0
3956	4315	131
4881	5230	491
0	284	0
896	1002	285
0	29	0
3056	3412	30
0	29	0
3053	3412	30
0	31	0
2855	3047	32
0	31	0
2688	3047	32
0	29	0
2160	2516	30
0	29	0
801	965	30
0	29	0
606	965	30
0	185	0
658	850	186
1416	1766	379
0	164	0
473	829	165
0	164	0
641	829	165
0	164	0
470	829	165
1395	1713	525
0	310	0
512	606	311
882	922	406
0	316	0
887	1231	317
0	316	0
893	1231	317
0	320	0
887	1231	321
0	316	0
882	1232	317
0	316	0
634	769	317
882	1232	453
0	352	0
882	1232	353
0	301	0
924	1232	302
0	316	0
603	769	317
882	1232	484
0	316	0
842	1232	317
0	38	0
504	544	39
0	22	0
95	175	23
0	106	0
717	975	107
0	93	0
5922	6978	94
0	74	0
5439	6397	75
0	314	0
789	818	315
0	314	0
815	844	315
0	314	0
437	1165	315
0	309	0
889	1165	310
0	309	0
885	1165	310
0	314	0
889	1184	315
0	354	0
889	1184	355
0	314	0
600	670	315
1054	1184	386
0	314	0
600	677	315
1073	1184	393
0	311	0
434	569	312
886	1162	448
0	217	0
792	999	218
1451	1567	426
0	217	0
792	999	218
7478	7764	426
0	207	0
572	601	208
0	207	0
1056	1085	208
0	207	0
1134	1163	208
0	207	0
1173	1202	208
0	207	0
783	821	208
2031	2060	247
0	207	0
2031	2060	208
0	207	0
5193	5581	208
6686	6972	597
0	207	0
8881	8910	208
0	232	0
389	435	233
0	214	0
371	541	215
0	591	0
0	565	0
2022	2282	566
0	29	0
212	241	30
0	29	0
245	274	30
0	29	0
2251	2280	30
0	318	0
1794	1921	319
2673	2812	447
0	228	0
330	557	229
0	29	0
735	814	30
1033	1062	110
0	29	0
387	450	30
0	481	0
0	496	0
0	455	0
2610	2713	456
3163	3255	560
3353	3448	653
3527	3617	749
3692	3792	840
3950	4017	941
4251	4329	1009
5962	6028	1088
6140	6274	1155
6348	6457	1290
6575	6675	1400
6752	6852	1501
6922	7828	1602
9919	10202	2509
10367	10520	2793
10631	10703	2947
10793	10946	3020
11326	11452	3174
12170	12618	3301
0	158	0
2313	2416	159
2866	3011	263
0	66	0
178	495	67
613	647	385
0	37	0
119	220	38
310	463	140
843	969	294
0	153	0
379	659	154
1377	1817	435
0	94	0
1715	1910	95
3994	4073	291
4200	4831	371
4925	5048	1003
6378	6582	1127
7353	7527	1332
7720	7837	1507
7921	8091	1625
10464	10649	1796
11004	11157	1982
11329	11521	2136
11622	11709	2329
11920	12294	2417
0	85	0
880	1075	86
3159	3238	282
3365	3996	362
4090	4213	994
5543	5747	1118
6518	6692	1323
6885	7002	1498
7086	7256	1616
9629	9814	1787
10169	10322	1973
10494	10686	2127
10787	10874	2320
11085	11459	2408
0	54	0
866	1061	55
3145	3224	251
3351	3982	331
4076	4199	963
5529	5733	1087
6504	6678	1292
6871	6988	1467
7072	7242	1585
9615	9800	1756
10155	10308	1942
10480	10672	2096
10773	10860	2289
11071	11445	2377
0	38	0
184	379	39
2463	2542	235
2669	3300	315
3394	3517	947
4847	5051	1071
5822	5996	1276
6189	6306	1451
6390	6560	1569
8933	9118	1740
9473	9626	1926
9798	9990	2080
10091	10178	2273
10389	10763	2361
0	315	0
2399	2478	316
2605	3236	396
3330	3453	1028
4783	4987	1152
5758	5932	1357
6125	6242	1532
6326	6496	1650
8869	9054	1821
9409	9562	2007
9734	9926	2161
10027	10114	2354
10325	10699	2442
0	281	0
2365	2672	282
0	91	0
266	281	92
2365	2444	108
2571	3202	188
3296	3419	820
4749	4953	944
5724	5898	1149
6091	6208	1324
6292	6462	1442
8835	9020	1613
9375	9528	1799
9700	9892	1953
9993	10080	2146
10291	10665	2234
0	188	0
457	536	189
663	834	269
0	73	0
167	404	74
0	32	0
1362	1566	33
2337	2630	238
0	48	0
149	594	49
0	344	0
634	823	345
1128	1278	535
1347	1449	686
1710	1819	789
2102	2242	899
2358	2491	1040
2980	3178	1174
4145	4312	1373
11610	11632	1541
0	344	0
634	823	345
1128	1278	535
1347	1449	686
1710	1853	789
2102	2242	933
2358	2491	1074
11579	11694	1208
0	343	0
633	822	344
1127	1277	534
1346	1448	685
1709	1818	788
2101	2241	898
2979	3177	1039
4152	4311	1238
9107	9232	1398
0	343	0
633	822	344
1127	1277	534
1346	1448	685
1709	1852	788
2136	2241	932
2357	2490	1038
4152	4311	1172
9107	9241	1332
0	343	0
633	822	344
1127	1277	534
1346	1448	685
1709	1852	788
2101	2241	932
2357	2490	1073
2979	3177	1207
3501	3592	1406
4152	4311	1498
9107	9280	1658
0	343	0
633	822	344
1127	1277	534
1346	1448	685
1709	1852	788
2101	2241	932
2357	2490	1073
2979	3177	1207
4152	4311	1406
9107	9283	1566
0	343	0
633	822	344
1346	1448	534
1709	1852	637
2101	2241	781
2357	2490	922
2979	3177	1056
4152	4311	1255
9107	9283	1415
0	343	0
426	822	344
1127	1277	741
1346	1448	892
1709	1852	995
2101	2241	1139
2357	2490	1280
2979	3177	1414
4152	4311	1613
9107	9283	1773
0	343	0
633	822	344
1127	1277	534
1346	1448	685
1709	1852	788
2101	2241	932
2357	2490	1073
2979	3177	1207
4152	4311	1406
11060	11368	1566
0	343	0
633	822	344
1160	1277	534
1346	1448	652
1709	1852	755
2101	2241	899
2357	2490	1040
11578	11606	1174
0	343	0
633	822	344
1127	1277	534
1346	1448	685
1709	1852	788
2101	2241	932
2357	2490	1073
2979	3177	1207
4152	4311	1406
11578	11609	1566
0	343	0
633	822	344
1127	1277	534
1346	1448	685
1709	1852	788
2101	2241	932
2357	2490	1073
4152	4311	1207
11578	11643	1367
0	343	0
633	822	344
1127	1277	534
1346	1448	685
1709	1852	788
2101	2241	932
2357	2490	1073
2979	3177	1207
4152	4311	1406
11609	11681	1566
0	343	0
633	1448	344
1709	1818	1160
2101	2241	1270
2357	2490	1411
4152	4311	1545
11578	11739	1705
0	341	0
631	820	342
1125	1275	532
1344	1446	683
1707	1850	786
2099	2239	930
2355	2488	1071
2977	3175	1205
4150	4280	1404
11576	11613	1535
0	331	0
621	810	332
1115	1265	522
1334	1463	673
0	666	0
971	1121	667
1190	1292	818
1553	1696	921
1945	2085	1065
2201	2334	1206
2823	3021	1340
3996	4105	1539
0	566	0
635	768	567
0	117	0
186	288	118
549	692	221
941	1081	365
1197	1330	506
7947	8055	640
0	101	0
362	505	102
754	894	246
1632	1830	387
2805	2951	586
0	41	0
302	445	42
694	834	186
950	1083	327
2745	2904	461
7700	7861	621
0	335	0
584	613	336
0	219	0
502	642	220
758	891	361
7508	7608	495
0	116	0
365	505	117
621	754	258
1442	1649	392
2416	2575	600
7371	7537	760
0	41	0
325	430	42
546	679	148
1168	1366	282
2341	2489	481
0	68	0
184	317	69
806	1004	203
1971	2138	402
6934	7115	570
0	60	0
176	309	61
798	996	195
6926	7102	394
0	561	0
5357	5523	562
0	656	0
787	1056	657
1649	2682	927
2785	2927	1961
3012	3109	2104
3208	3265	2202
10155	10266	2260
10425	10461	2372
10542	10706	2409
10789	10893	2574
11637	11825	2679
0	654	0
785	878	655
953	1054	749
1647	1794	851
2528	2680	999
2783	2925	1152
3010	3107	1295
3206	3263	1393
10153	10264	1451
10423	10459	1563
10540	10704	1600
10787	10891	1765
11539	11717	1870
11823	11931	2049
0	651	0
782	875	652
950	1051	746
1644	2922	848
3007	3104	2127
3203	3260	2225
10150	10261	2283
10420	10456	2395
10537	10701	2432
10784	10888	2597
11632	12241	2702
12331	12465	3312
13756	15521	3447
15877	15999	5213
16086	16160	5336
23983	24058	5411
0	651	0
782	875	652
950	1051	746
1644	1791	848
2525	2677	996
2780	2922	1149
3007	3104	1292
3203	3260	1390
10150	10261	1448
10420	10456	1560
10537	10701	1597
10784	10888	1762
11632	11714	1867
11820	11880	1950
12145	12241	2011
12331	12465	2108
13756	13829	2243
13910	13968	2317
14061	14116	2376
15376	15521	2432
15877	15999	2578
16086	16160	2701
23983	24073	2776
0	397	0
528	621	398
696	797	492
1390	1537	594
2271	2423	742
2526	2668	895
2753	2850	1038
2949	3006	1136
9896	10007	1194
10166	10202	1306
10283	10447	1343
10530	10634	1508
11378	11460	1613
11566	11626	1696
11891	11987	1757
12077	12211	1854
13502	13714	1989
13807	13862	2202
15122	15267	2258
15623	15745	2404
15832	15906	2527
23729	23765	2602
0	48	0
179	272	49
347	874	143
0	113	0
212	357	114
0	109	0
215	570	110
0	294	0
0	151	0
11919	12020	152
30817	30884	254
38671	38785	322
0	358	0
9908	10009	359
23616	23698	461
28806	28873	544
36660	36794	612
37141	37191	747
37920	38033	798
38250	38368	912
39121	39235	1031
39309	39454	1146
39604	39789	1292
40141	41120	1478
0	341	0
1089	1197	342
9891	9992	451
23599	23681	553
28789	28856	636
36643	36777	704
37124	37174	839
0	310	0
9860	9961	311
10434	10552	413
0	290	0
9840	9941	291
23548	23630	393
28738	29098	476
0	283	0
1031	1139	284
9833	10697	393
0	217	0
8441	8691	218
0	186	0
901	1042	187
9736	9837	329
23444	23526	431
28634	28639	514
0	1614	0
15221	15303	1615
20411	20478	1698
28265	28399	1766
28746	28796	1901
29525	29638	1952
29855	29973	2066
30726	30840	2185
30914	31059	2300
31209	31394	2446
31746	31968	2632
32447	32725	2855
0	111	0
418	969	112
0	57	0
5165	5232	58
6205	6674	126
0	231	0
960	1073	232
1290	1408	346
2161	2275	465
2349	2491	580
0	164	0
238	383	165
533	718	311
1070	1196	497
0	277	0
629	929	278
0	266	0
371	541	267
3459	3629	438
3945	4115	609
4251	4421	780
4503	4673	951
5317	5487	1122
5972	6142	1293
7550	9058	1464
0	265	0
370	540	266
3458	3628	437
3944	4114	608
4250	4420	779
4502	4672	950
5316	5486	1121
5971	6141	1292
7549	7736	1463
12096	12308	1651
0	263	0
368	538	264
3456	3626	435
3942	4112	606
4248	4418	777
4500	4670	948
5314	5484	1119
5969	6139	1290
7547	7734	1461
10309	10481	1649
12094	12285	1822
0	263	0
368	538	264
3456	3626	435
3942	4112	606
4248	4418	777
4500	4670	948
5314	5484	1119
5969	6139	1290
7547	7734	1461
10309	10481	1649
12598	12727	1822
0	263	0
368	538	264
3456	3626	435
3942	4112	606
4248	4418	777
4500	4670	948
5314	5484	1119
5969	6139	1290
7547	7666	1461
12598	12738	1581
0	262	0
367	537	263
3455	3625	434
3941	4111	605
4247	4417	776
4499	5483	947
5968	6138	1932
7546	7665	2103
10308	11365	2223
0	255	0
360	530	256
3448	3618	427
3934	4104	598
4240	4410	769
4492	4662	940
5306	5400	1111
5961	6215	1206
7539	7726	1461
12590	12734	1649
0	509	0
3427	3597	510
3913	4083	681
4219	4385	852
0	232	0
337	507	233
3425	3595	404
3911	4081	575
4217	4387	746
4469	4639	917
5283	5453	1088
5938	6108	1259
7516	7635	1430
10278	10450	1550
12567	12672	1723
0	230	0
335	505	231
3423	3593	402
3909	4079	573
4215	4385	744
4467	4637	915
5281	5451	1086
5936	6106	1257
7514	7633	1428
12061	12237	1548
0	217	0
322	492	218
3410	3580	389
3896	4066	560
4202	4372	731
4454	4624	902
5268	5438	1073
5923	6093	1244
7501	7688	1415
12552	12739	1603
0	45	0
2963	3133	46
3449	3507	217
5534	5646	276
7054	7173	389
12105	12219	509
0	145	0
227	397	146
1041	1135	317
1696	1866	412
3274	3393	583
8325	8476	703
0	154	0
798	968	155
1453	1623	326
3031	3218	497
7578	7765	685
0	138	0
782	952	139
1437	1607	310
3015	3134	481
5380	5505	601
0	123	0
767	937	124
1422	1592	295
3000	3187	466
5762	5826	654
7547	7697	719
0	599	0
1084	1254	600
2662	2849	771
7713	7812	959
0	99	0
328	498	100
983	1153	271
2561	2680	442
7612	7758	562
0	246	0
807	977	247
2385	2538	418
0	757	0
2165	2352	758
4927	5099	946
7216	7298	1119
0	19	0
1427	1614	20
4189	4361	208
4743	4826	381
5443	5681	465
0	2343	0
0	44	0
2687	2859	45
3941	4202	218
0	35	0
2610	2782	36
3864	4142	209
0	23	0
4702	5621	24
0	116	0
9168	9346	117
12863	13271	296
0	40	0
247	752	41
0	388	0
1035	1116	389
1211	1370	471
1524	1702	631
1970	2133	810
0	513	0
1211	1370	514
1524	1702	674
1970	2133	853
3015	3097	1017
0	280	0
389	513	281
1035	1116	406
1211	1370	488
1524	1702	648
1970	2133	827
3174	3296	991
0	280	0
389	513	281
1211	1370	406
1524	1702	566
1970	2133	745
3174	3334	909
0	513	0
1035	1116	514
1211	1370	596
1524	1702	756
1970	2133	935
3174	3334	1099
0	512	0
1210	1369	513
1523	1701	673
1969	2132	852
3173	3307	1016
0	247	0
356	480	248
1002	1078	373
1178	1337	450
1491	1669	610
1937	2100	789
4061	5046	953
0	113	0
811	970	114
1124	1334	274
0	149	0
417	580	150
3058	3492	314
0	96	0
239	308	97
0	78	0
1071	1333	79
2053	2199	342
3147	3334	489
4010	4097	677
7193	7253	765
12375	12471	826
12545	12745	923
13604	13775	1124
14124	14300	1296
14376	14440	1473
14563	14705	1538
15042	15175	1681
16436	17385	1815
0	261	0
455	653	262
884	1080	461
1146	1265	658
1342	1525	778
1642	1738	962
1985	2247	1059
2549	2637	1322
2722	2790	1411
3034	3189	1480
3311	3398	1636
3764	3916	1724
4006	4129	1877
5833	5888	2001
0	256	0
450	1075	257
1141	1260	883
1337	1565	1003
0	171	0
473	561	172
646	714	261
958	1113	330
1235	1322	486
1688	1840	574
1930	2053	727
2421	2572	851
3757	3804	1003
0	88	0
173	241	89
485	640	158
762	849	314
1215	1367	402
1457	1663	555
1948	1983	762
0	1881	0
2184	2511	1882
0	308	0
380	503	309
1493	1667	433
0	42	0
429	584	43
887	1214	199
0	208	0
304	632	209
0	207	0
303	631	208
0	110	0
1358	1488	111
1675	2372	242
2785	3589	940
0	77	0
806	936	78
1123	1820	209
2233	3056	907
0	507	0
792	922	508
1109	1806	639
2219	2347	1337
2426	2508	1466
2588	3055	1549
0	62	0
791	921	63
1113	1805	194
2218	3009	887
0	46	0
1092	1469	47
0	27	0
312	442	28
629	1326	159
1739	1867	857
2108	2571	986
0	345	0
532	658	346
0	391	0
804	1093	392
1173	1300	682
0	2196	0
2695	2792	2197
0	1895	0
2692	2787	1896
0	854	0
1332	1442	855
0	668	0
1336	1416	669
0	539	0
1315	1421	540
0	539	0
781	837	540
1336	1421	597
0	668	0
781	837	669
1336	1431	726
0	502	0
744	800	503
1278	1384	560
0	709	0
1208	1313	710
0	109	0
0	122	0
5022	5136	123
5492	5611	238
10789	10994	358
14914	14997	564
16089	16204	648
20453	20550	764
20925	21100	862
21903	22032	1038
25104	25231	1168
28649	28830	1296
29138	29254	1478
29972	30126	1595
30596	33250	1750
33726	33877	4405
34031	34291	4557
34484	34612	4818
35164	35494	4947
0	122	0
5022	5136	123
5492	5611	238
10789	10994	358
14914	14997	564
16089	16204	648
20453	20550	764
20925	21100	862
21903	22032	1038
25104	25231	1168
28649	28830	1296
29135	29254	1478
29972	30126	1598
30596	33250	1753
33726	33877	4408
34031	34291	4560
34484	34612	4821
35164	35752	4950
0	106	0
5006	5120	107
5476	5595	222
10773	10978	342
14898	14981	548
16073	16188	632
20437	20534	748
20909	21084	846
21887	22016	1022
25088	25215	1152
28633	28814	1280
29119	29238	1462
29956	30110	1582
30580	33234	1737
33710	33861	4392
34181	34275	4544
34468	34596	4639
35148	35557	4768
0	71	0
4971	5085	72
5444	5560	187
10738	10943	304
14863	14946	510
16038	16153	594
20402	20499	710
20874	21049	808
21852	21981	984
25053	25180	1114
28598	28779	1242
29087	29203	1424
29921	30075	1541
30545	33199	1696
33675	33826	4351
33980	34240	4503
34433	34561	4764
35113	35443	4893
0	71	0
4971	5076	72
5444	5560	178
10738	10943	295
14863	14946	501
16038	16153	585
20402	20499	701
20874	21049	799
21852	21981	975
25053	25180	1105
28598	28779	1233
29084	29203	1415
29921	30075	1535
30545	33199	1690
33675	33826	4345
33980	34240	4497
34433	34561	4758
35113	35443	4887
0	44	0
3462	3643	45
3948	4067	227
4785	5185	347
0	247	0
446	564	248
653	1042	367
1232	1312	757
1398	1484	838
1621	1846	925
1923	1981	1151
2244	2431	1210
2544	2699	1398
0	245	0
444	562	246
651	1040	365
1230	1310	755
1396	1482	836
1619	1844	923
1921	1979	1149
2242	2452	1208
2542	3173	1419
0	245	0
444	562	246
651	1040	365
1230	1310	755
1619	1844	836
1921	1979	1062
2242	2452	1121
2542	2704	1332
2790	3092	1495
3358	3366	1798
0	245	0
444	562	246
651	1040	365
1230	1310	755
1396	1482	836
1619	1844	923
1921	1979	1149
2242	2452	1208
2542	2704	1419
2790	3092	1582
3358	3395	1885
0	239	0
438	556	240
645	1034	359
1224	1476	749
1915	1973	1002
2236	2446	1061
2536	2698	1272
2784	3086	1435
3352	3389	1738
0	224	0
423	541	225
630	1019	344
1209	1289	734
1598	1823	815
1900	1958	1041
2221	2431	1100
2521	3152	1311
0	217	0
416	534	218
623	1012	337
1202	1282	727
1368	1454	808
1893	1951	895
2214	2424	954
2514	2676	1165
2762	3029	1328
0	212	0
411	1003	213
0	209	0
408	526	210
615	1004	329
1194	1274	719
1360	1446	800
1583	1808	887
1885	1943	1113
2206	2416	1172
2506	3056	1383
3322	3379	1934
0	209	0
408	526	210
615	1004	329
1194	1274	719
1885	1940	800
2206	2416	856
2506	2668	1067
2754	3056	1230
3322	3392	1533
0	42	0
232	844	43
0	43	0
129	215	44
654	712	131
975	1185	190
1275	1825	401
2091	2157	952
0	525	0
788	878	526
0	309	0
386	444	310
707	917	369
1007	1169	580
1255	1560	743
0	11	0
88	143	12
409	619	68
709	871	279
957	1259	442
0	51	0
314	524	52
614	1241	263
0	476	0
562	864	477
1130	1155	780
0	1193	0
1377	1534	1194
2022	2585	1352
2729	2813	1916
2897	3010	2001
3104	3304	2115
3490	3587	2316
3719	3809	2414
4503	4673	2505
4768	4878	2676
4985	5086	2787
5235	5327	2889
7636	7686	2982
7980	8155	3033
8241	8347	3209
0	1187	0
1371	1528	1188
2016	2597	1346
2723	2807	1928
2891	3004	2013
3098	3298	2127
3484	3581	2328
3713	3803	2426
4497	4667	2517
4762	4872	2688
4979	5080	2799
5229	5321	2901
7630	7680	2994
7974	8149	3045
8235	8372	3221
0	514	0
698	855	515
1343	1924	673
2050	2134	1255
2218	2331	1340
2425	2625	1454
2811	2908	1655
3040	3130	1753
3824	3994	1844
4089	4199	2015
4306	4407	2126
4556	4648	2228
6957	7160	2321
7301	7476	2525
7562	7676	2701
0	514	0
698	855	515
2050	2134	673
2218	2331	758
2425	2625	872
2811	2908	1073
3040	3130	1171
3824	3994	1262
4089	4199	1433
4306	4407	1544
4556	4648	1646
6957	7007	1739
7301	7476	1790
7562	7913	1966
0	511	0
695	852	512
1340	1921	670
2047	2131	1252
2215	2328	1337
2422	2622	1451
2808	2905	1652
3037	3127	1750
3821	3991	1841
4086	4196	2012
4303	4404	2123
4553	4645	2225
6954	7004	2318
7298	7473	2369
7559	7908	2545
8762	8819	2895
0	171	0
265	465	172
651	748	373
880	970	471
1664	1834	562
1929	2039	733
2146	2247	844
4797	4847	946
5141	5316	997
5402	5539	1173
0	193	0
379	443	194
608	698	259
1392	1449	350
0	46	0
128	238	47
345	446	158
2996	3046	260
3340	3515	311
3601	3738	487
0	58	0
165	266	59
415	438	161
2816	2866	185
3160	3335	236
3421	3558	412
0	35	0
142	243	36
392	484	138
2793	2843	231
3137	3312	282
3498	3535	458
0	50	0
344	519	51
757	956	227
0	221	0
388	480	222
579	680	315
764	872	417
0	320	0
2164	2276	321
2379	3037	434
3132	3437	1093
0	101	0
376	488	102
591	736	215
0	421	0
6929	7174	422
9729	9818	668
30303	30550	758
34461	34589	1006
35455	35583	1135
36730	36856	1264
40665	40730	1391
42625	42764	1457
43678	43703	1597
0	421	0
9729	9818	422
30303	30550	512
34461	34589	760
35455	35583	889
36730	36856	1018
40665	40730	1145
42625	42764	1211
43678	43824	1351
44098	44227	1498
47268	47365	1628
50526	50989	1726
0	420	0
2093	2362	421
0	420	0
2093	2321	421
5709	5785	650
9728	9817	727
30302	30549	817
34460	34588	1065
35454	35582	1194
36729	36855	1323
40664	40729	1450
42624	42763	1516
43677	43823	1656
44097	44226	1803
47267	47364	1933
50525	50807	2031
0	415	0
9723	9812	416
30297	30544	506
34455	34583	754
35449	35577	883
36724	36850	1012
40659	40724	1139
42619	42758	1205
43672	43818	1345
44092	44221	1492
47262	47359	1622
62333	62879	1720
0	410	0
9718	9807	411
30292	30539	501
